location,date,population,people_vaccinated,PercentageOfPeopleVaccinated
Albania,2020-02-25,2842320,,0
Albania,2020-02-26,2842320,,0
Albania,2020-02-27,2842320,,0
Albania,2020-02-28,2842320,,0
Albania,2020-02-29,2842320,,0
Albania,2020-03-01,2842320,,0
Albania,2020-03-02,2842320,,0
Albania,2020-03-03,2842320,,0
Albania,2020-03-04,2842320,,0
Albania,2020-03-05,2842320,,0
Albania,2020-03-06,2842320,,0
Albania,2020-03-07,2842320,,0
Albania,2020-03-08,2842320,,0
Albania,2020-03-09,2842320,,0
Albania,2020-03-10,2842320,,0
Albania,2020-03-11,2842320,,0
Albania,2020-03-12,2842320,,0
Albania,2020-03-13,2842320,,0
Albania,2020-03-14,2842320,,0
Albania,2020-03-15,2842320,,0
Albania,2020-03-16,2842320,,0
Albania,2020-03-17,2842320,,0
Albania,2020-03-18,2842320,,0
Albania,2020-03-19,2842320,,0
Albania,2020-03-20,2842320,,0
Albania,2020-03-21,2842320,,0
Albania,2020-03-22,2842320,,0
Albania,2020-03-23,2842320,,0
Albania,2020-03-24,2842320,,0
Albania,2020-03-25,2842320,,0
Albania,2020-03-26,2842320,,0
Albania,2020-03-27,2842320,,0
Albania,2020-03-28,2842320,,0
Albania,2020-03-29,2842320,,0
Albania,2020-03-30,2842320,,0
Albania,2020-03-31,2842320,,0
Albania,2020-04-01,2842320,,0
Albania,2020-04-02,2842320,,0
Albania,2020-04-03,2842320,,0
Albania,2020-04-04,2842320,,0
Albania,2020-04-05,2842320,,0
Albania,2020-04-06,2842320,,0
Albania,2020-04-07,2842320,,0
Albania,2020-04-08,2842320,,0
Albania,2020-04-09,2842320,,0
Albania,2020-04-10,2842320,,0
Albania,2020-04-11,2842320,,0
Albania,2020-04-12,2842320,,0
Albania,2020-04-13,2842320,,0
Albania,2020-04-14,2842320,,0
Albania,2020-04-15,2842320,,0
Albania,2020-04-16,2842320,,0
Albania,2020-04-17,2842320,,0
Albania,2020-04-18,2842320,,0
Albania,2020-04-19,2842320,,0
Albania,2020-04-20,2842320,,0
Albania,2020-04-21,2842320,,0
Albania,2020-04-22,2842320,,0
Albania,2020-04-23,2842320,,0
Albania,2020-04-24,2842320,,0
Albania,2020-04-25,2842320,,0
Albania,2020-04-26,2842320,,0
Albania,2020-04-27,2842320,,0
Albania,2020-04-28,2842320,,0
Albania,2020-04-29,2842320,,0
Albania,2020-04-30,2842320,,0
Albania,2020-05-01,2842320,,0
Albania,2020-05-02,2842320,,0
Albania,2020-05-03,2842320,,0
Albania,2020-05-04,2842320,,0
Albania,2020-05-05,2842320,,0
Albania,2020-05-06,2842320,,0
Albania,2020-05-07,2842320,,0
Albania,2020-05-08,2842320,,0
Albania,2020-05-09,2842320,,0
Albania,2020-05-10,2842320,,0
Albania,2020-05-11,2842320,,0
Albania,2020-05-12,2842320,,0
Albania,2020-05-13,2842320,,0
Albania,2020-05-14,2842320,,0
Albania,2020-05-15,2842320,,0
Albania,2020-05-16,2842320,,0
Albania,2020-05-17,2842320,,0
Albania,2020-05-18,2842320,,0
Albania,2020-05-19,2842320,,0
Albania,2020-05-20,2842320,,0
Albania,2020-05-21,2842320,,0
Albania,2020-05-22,2842320,,0
Albania,2020-05-23,2842320,,0
Albania,2020-05-24,2842320,,0
Albania,2020-05-25,2842320,,0
Albania,2020-05-26,2842320,,0
Albania,2020-05-27,2842320,,0
Albania,2020-05-28,2842320,,0
Albania,2020-05-29,2842320,,0
Albania,2020-05-30,2842320,,0
Albania,2020-05-31,2842320,,0
Albania,2020-06-01,2842320,,0
Albania,2020-06-02,2842320,,0
Albania,2020-06-03,2842320,,0
Albania,2020-06-04,2842320,,0
Albania,2020-06-05,2842320,,0
Albania,2020-06-06,2842320,,0
Albania,2020-06-07,2842320,,0
Albania,2020-06-08,2842320,,0
Albania,2020-06-09,2842320,,0
Albania,2020-06-10,2842320,,0
Albania,2020-06-11,2842320,,0
Albania,2020-06-12,2842320,,0
Albania,2020-06-13,2842320,,0
Albania,2020-06-14,2842320,,0
Albania,2020-06-15,2842320,,0
Albania,2020-06-16,2842320,,0
Albania,2020-06-17,2842320,,0
Albania,2020-06-18,2842320,,0
Albania,2020-06-19,2842320,,0
Albania,2020-06-20,2842320,,0
Albania,2020-06-21,2842320,,0
Albania,2020-06-22,2842320,,0
Albania,2020-06-23,2842320,,0
Albania,2020-06-24,2842320,,0
Albania,2020-06-25,2842320,,0
Albania,2020-06-26,2842320,,0
Albania,2020-06-27,2842320,,0
Albania,2020-06-28,2842320,,0
Albania,2020-06-29,2842320,,0
Albania,2020-06-30,2842320,,0
Albania,2020-07-01,2842320,,0
Albania,2020-07-02,2842320,,0
Albania,2020-07-03,2842320,,0
Albania,2020-07-04,2842320,,0
Albania,2020-07-05,2842320,,0
Albania,2020-07-06,2842320,,0
Albania,2020-07-07,2842320,,0
Albania,2020-07-08,2842320,,0
Albania,2020-07-09,2842320,,0
Albania,2020-07-10,2842320,,0
Albania,2020-07-11,2842320,,0
Albania,2020-07-12,2842320,,0
Albania,2020-07-13,2842320,,0
Albania,2020-07-14,2842320,,0
Albania,2020-07-15,2842320,,0
Albania,2020-07-16,2842320,,0
Albania,2020-07-17,2842320,,0
Albania,2020-07-18,2842320,,0
Albania,2020-07-19,2842320,,0
Albania,2020-07-20,2842320,,0
Albania,2020-07-21,2842320,,0
Albania,2020-07-22,2842320,,0
Albania,2020-07-23,2842320,,0
Albania,2020-07-24,2842320,,0
Albania,2020-07-25,2842320,,0
Albania,2020-07-26,2842320,,0
Albania,2020-07-27,2842320,,0
Albania,2020-07-28,2842320,,0
Albania,2020-07-29,2842320,,0
Albania,2020-07-30,2842320,,0
Albania,2020-07-31,2842320,,0
Albania,2020-08-01,2842320,,0
Albania,2020-08-02,2842320,,0
Albania,2020-08-03,2842320,,0
Albania,2020-08-04,2842320,,0
Albania,2020-08-05,2842320,,0
Albania,2020-08-06,2842320,,0
Albania,2020-08-07,2842320,,0
Albania,2020-08-08,2842320,,0
Albania,2020-08-09,2842320,,0
Albania,2020-08-10,2842320,,0
Albania,2020-08-11,2842320,,0
Albania,2020-08-12,2842320,,0
Albania,2020-08-13,2842320,,0
Albania,2020-08-14,2842320,,0
Albania,2020-08-15,2842320,,0
Albania,2020-08-16,2842320,,0
Albania,2020-08-17,2842320,,0
Albania,2020-08-18,2842320,,0
Albania,2020-08-19,2842320,,0
Albania,2020-08-20,2842320,,0
Albania,2020-08-21,2842320,,0
Albania,2020-08-22,2842320,,0
Albania,2020-08-23,2842320,,0
Albania,2020-08-24,2842320,,0
Albania,2020-08-25,2842320,,0
Albania,2020-08-26,2842320,,0
Albania,2020-08-27,2842320,,0
Albania,2020-08-28,2842320,,0
Albania,2020-08-29,2842320,,0
Albania,2020-08-30,2842320,,0
Albania,2020-08-31,2842320,,0
Albania,2020-09-01,2842320,,0
Albania,2020-09-02,2842320,,0
Albania,2020-09-03,2842320,,0
Albania,2020-09-04,2842320,,0
Albania,2020-09-05,2842320,,0
Albania,2020-09-06,2842320,,0
Albania,2020-09-07,2842320,,0
Albania,2020-09-08,2842320,,0
Albania,2020-09-09,2842320,,0
Albania,2020-09-10,2842320,,0
Albania,2020-09-11,2842320,,0
Albania,2020-09-12,2842320,,0
Albania,2020-09-13,2842320,,0
Albania,2020-09-14,2842320,,0
Albania,2020-09-15,2842320,,0
Albania,2020-09-16,2842320,,0
Albania,2020-09-17,2842320,,0
Albania,2020-09-18,2842320,,0
Albania,2020-09-19,2842320,,0
Albania,2020-09-20,2842320,,0
Albania,2020-09-21,2842320,,0
Albania,2020-09-22,2842320,,0
Albania,2020-09-23,2842320,,0
Albania,2020-09-24,2842320,,0
Albania,2020-09-25,2842320,,0
Albania,2020-09-26,2842320,,0
Albania,2020-09-27,2842320,,0
Albania,2020-09-28,2842320,,0
Albania,2020-09-29,2842320,,0
Albania,2020-09-30,2842320,,0
Albania,2020-10-01,2842320,,0
Albania,2020-10-02,2842320,,0
Albania,2020-10-03,2842320,,0
Albania,2020-10-04,2842320,,0
Albania,2020-10-05,2842320,,0
Albania,2020-10-06,2842320,,0
Albania,2020-10-07,2842320,,0
Albania,2020-10-08,2842320,,0
Albania,2020-10-09,2842320,,0
Albania,2020-10-10,2842320,,0
Albania,2020-10-11,2842320,,0
Albania,2020-10-12,2842320,,0
Albania,2020-10-13,2842320,,0
Albania,2020-10-14,2842320,,0
Albania,2020-10-15,2842320,,0
Albania,2020-10-16,2842320,,0
Albania,2020-10-17,2842320,,0
Albania,2020-10-18,2842320,,0
Albania,2020-10-19,2842320,,0
Albania,2020-10-20,2842320,,0
Albania,2020-10-21,2842320,,0
Albania,2020-10-22,2842320,,0
Albania,2020-10-23,2842320,,0
Albania,2020-10-24,2842320,,0
Albania,2020-10-25,2842320,,0
Albania,2020-10-26,2842320,,0
Albania,2020-10-27,2842320,,0
Albania,2020-10-28,2842320,,0
Albania,2020-10-29,2842320,,0
Albania,2020-10-30,2842320,,0
Albania,2020-10-31,2842320,,0
Albania,2020-11-01,2842320,,0
Albania,2020-11-02,2842320,,0
Albania,2020-11-03,2842320,,0
Albania,2020-11-04,2842320,,0
Albania,2020-11-05,2842320,,0
Albania,2020-11-06,2842320,,0
Albania,2020-11-07,2842320,,0
Albania,2020-11-08,2842320,,0
Albania,2020-11-09,2842320,,0
Albania,2020-11-10,2842320,,0
Albania,2020-11-11,2842320,,0
Albania,2020-11-12,2842320,,0
Albania,2020-11-13,2842320,,0
Albania,2020-11-14,2842320,,0
Albania,2020-11-15,2842320,,0
Albania,2020-11-16,2842320,,0
Albania,2020-11-17,2842320,,0
Albania,2020-11-18,2842320,,0
Albania,2020-11-19,2842320,,0
Albania,2020-11-20,2842320,,0
Albania,2020-11-21,2842320,,0
Albania,2020-11-22,2842320,,0
Albania,2020-11-23,2842320,,0
Albania,2020-11-24,2842320,,0
Albania,2020-11-25,2842320,,0
Albania,2020-11-26,2842320,,0
Albania,2020-11-27,2842320,,0
Albania,2020-11-28,2842320,,0
Albania,2020-11-29,2842320,,0
Albania,2020-11-30,2842320,,0
Albania,2020-12-01,2842320,,0
Albania,2020-12-02,2842320,,0
Albania,2020-12-03,2842320,,0
Albania,2020-12-04,2842320,,0
Albania,2020-12-05,2842320,,0
Albania,2020-12-06,2842320,,0
Albania,2020-12-07,2842320,,0
Albania,2020-12-08,2842320,,0
Albania,2020-12-09,2842320,,0
Albania,2020-12-10,2842320,,0
Albania,2020-12-11,2842320,,0
Albania,2020-12-12,2842320,,0
Albania,2020-12-13,2842320,,0
Albania,2020-12-14,2842320,,0
Albania,2020-12-15,2842320,,0
Albania,2020-12-16,2842320,,0
Albania,2020-12-17,2842320,,0
Albania,2020-12-18,2842320,,0
Albania,2020-12-19,2842320,,0
Albania,2020-12-20,2842320,,0
Albania,2020-12-21,2842320,,0
Albania,2020-12-22,2842320,,0
Albania,2020-12-23,2842320,,0
Albania,2020-12-24,2842320,,0
Albania,2020-12-25,2842320,,0
Albania,2020-12-26,2842320,,0
Albania,2020-12-27,2842320,,0
Albania,2020-12-28,2842320,,0
Albania,2020-12-29,2842320,,0
Albania,2020-12-30,2842320,,0
Albania,2020-12-31,2842320,,0
Albania,2021-01-01,2842320,,0
Albania,2021-01-02,2842320,,0
Albania,2021-01-03,2842320,,0
Albania,2021-01-04,2842320,,0
Albania,2021-01-05,2842320,,0
Albania,2021-01-06,2842320,,0
Albania,2021-01-07,2842320,,0
Albania,2021-01-08,2842320,,0
Albania,2021-01-09,2842320,,0
Albania,2021-01-10,2842320,0.0,0
Albania,2021-01-11,2842320,,0
Albania,2021-01-12,2842320,128.0,0.0045033666183727505
Albania,2021-01-13,2842320,188.0,0.006614319720734978
Albania,2021-01-14,2842320,266.0,0.009358558753805873
Albania,2021-01-15,2842320,308.0,0.010836225925459431
Albania,2021-01-16,2842320,369.0,0.012982361579527696
Albania,2021-01-17,2842320,405.0,0.01424893344094503
Albania,2021-01-18,2842320,447.0,0.01572660061259859
Albania,2021-01-19,2842320,483.0,0.016993172474015925
Albania,2021-01-20,2842320,519.0,0.018259744335433262
Albania,2021-01-21,2842320,549.0,0.019315220886614377
Albania,2021-01-22,2842320,,0
Albania,2021-01-23,2842320,,0
Albania,2021-01-24,2842320,,0
Albania,2021-01-25,2842320,,0
Albania,2021-01-26,2842320,,0
Albania,2021-01-27,2842320,,0
Albania,2021-01-28,2842320,,0
Albania,2021-01-29,2842320,,0
Albania,2021-01-30,2842320,,0
Albania,2021-01-31,2842320,,0
Albania,2021-02-01,2842320,,0
Albania,2021-02-02,2842320,549.0,0.019315220886614377
Albania,2021-02-03,2842320,,0
Albania,2021-02-04,2842320,,0
Albania,2021-02-05,2842320,,0
Albania,2021-02-06,2842320,,0
Albania,2021-02-07,2842320,,0
Albania,2021-02-08,2842320,,0
Albania,2021-02-09,2842320,689.0,0.02424077812545957
Albania,2021-02-10,2842320,,0
Albania,2021-02-11,2842320,,0
Albania,2021-02-12,2842320,,0
Albania,2021-02-13,2842320,,0
Albania,2021-02-14,2842320,,0
Albania,2021-02-15,2842320,,0
Albania,2021-02-16,2842320,,0
Albania,2021-02-17,2842320,1090.0,0.03834898135958045
Albania,2021-02-18,2842320,2438.0,0.08577506105931848
Albania,2021-02-19,2842320,,0
Albania,2021-02-20,2842320,,0
Albania,2021-02-21,2842320,,0
Albania,2021-02-22,2842320,6073.0,0.21366363651076342
Albania,2021-02-23,2842320,,0
Albania,2021-02-24,2842320,,0
Albania,2021-02-25,2842320,,0
Albania,2021-02-26,2842320,,0
Albania,2021-02-27,2842320,,0
Albania,2021-02-28,2842320,,0
Albania,2021-03-01,2842320,,0
Albania,2021-03-02,2842320,,0
Albania,2021-03-03,2842320,,0
Albania,2021-03-04,2842320,,0
Albania,2021-03-05,2842320,,0
Albania,2021-03-06,2842320,,0
Albania,2021-03-07,2842320,,0
Albania,2021-03-08,2842320,,0
Albania,2021-03-09,2842320,,0
Albania,2021-03-10,2842320,,0
Albania,2021-03-11,2842320,,0
Albania,2021-03-12,2842320,,0
Albania,2021-03-13,2842320,,0
Albania,2021-03-14,2842320,,0
Albania,2021-03-15,2842320,,0
Albania,2021-03-16,2842320,,0
Albania,2021-03-17,2842320,,0
Albania,2021-03-18,2842320,,0
Albania,2021-03-19,2842320,,0
Albania,2021-03-20,2842320,,0
Albania,2021-03-21,2842320,,0
Albania,2021-03-22,2842320,,0
Albania,2021-03-23,2842320,,0
Albania,2021-03-24,2842320,,0
Albania,2021-03-25,2842320,,0
Albania,2021-03-26,2842320,,0
Albania,2021-03-27,2842320,,0
Albania,2021-03-28,2842320,,0
Albania,2021-03-29,2842320,,0
Albania,2021-03-30,2842320,,0
Albania,2021-03-31,2842320,,0
Albania,2021-04-01,2842320,,0
Albania,2021-04-02,2842320,,0
Albania,2021-04-03,2842320,,0
Albania,2021-04-04,2842320,,0
Albania,2021-04-05,2842320,,0
Albania,2021-04-06,2842320,,0
Albania,2021-04-07,2842320,,0
Albania,2021-04-08,2842320,,0
Albania,2021-04-09,2842320,,0
Albania,2021-04-10,2842320,,0
Albania,2021-04-11,2842320,,0
Albania,2021-04-12,2842320,,0
Albania,2021-04-13,2842320,,0
Albania,2021-04-14,2842320,,0
Albania,2021-04-15,2842320,,0
Albania,2021-04-16,2842320,,0
Albania,2021-04-17,2842320,,0
Albania,2021-04-18,2842320,,0
Albania,2021-04-19,2842320,,0
Albania,2021-04-20,2842320,,0
Albania,2021-04-21,2842320,,0
Albania,2021-04-22,2842320,,0
Albania,2021-04-23,2842320,,0
Albania,2021-04-24,2842320,,0
Albania,2021-04-25,2842320,,0
Albania,2021-04-26,2842320,,0
Albania,2021-04-27,2842320,,0
Albania,2021-04-28,2842320,,0
Albania,2021-04-29,2842320,,0
Albania,2021-04-30,2842320,,0
Albania,2021-05-01,2842320,,0
Albania,2021-05-02,2842320,,0
Albania,2021-05-03,2842320,,0
Albania,2021-05-04,2842320,,0
Albania,2021-05-05,2842320,,0
Albania,2021-05-06,2842320,,0
Albania,2021-05-07,2842320,,0
Albania,2021-05-08,2842320,,0
Albania,2021-05-09,2842320,,0
Albania,2021-05-10,2842320,,0
Albania,2021-05-11,2842320,440921.0,15.512725880777593
Albania,2021-05-12,2842320,444755.0,15.647615784018537
Albania,2021-05-13,2842320,445402.0,15.670378894972343
Albania,2021-05-14,2842320,448571.0,15.781872401328775
Albania,2021-05-15,2842320,,0
Albania,2021-05-16,2842320,,0
Albania,2021-05-17,2842320,456980.0,16.07772247862484
Albania,2021-05-18,2842320,460191.0,16.190693652152927
Albania,2021-05-19,2842320,463402.0,16.30366482568101
Albania,2021-05-20,2842320,466083.0,16.397989246804897
Albania,2021-05-21,2842320,469169.0,16.506562601369726
Albania,2021-05-22,2842320,,0
Albania,2021-05-23,2842320,472840.0,16.635717748682588
Albania,2021-05-24,2842320,475237.0,16.72005032512196
Albania,2021-05-25,2842320,,0
Albania,2021-05-26,2842320,479789.0,16.88020130048784
Albania,2021-05-27,2842320,481788.0,16.950531221348207
Albania,2021-05-28,2842320,,0
Albania,2021-05-29,2842320,,0
Albania,2021-05-30,2842320,485162.0,17.06923715080438
Albania,2021-05-31,2842320,486128.0,17.10322349575241
Albania,2021-06-01,2842320,487078.0,17.136646919873147
Albania,2021-06-02,2842320,,0
Albania,2021-06-03,2842320,490050.0,17.241209463543488
Albania,2021-06-04,2842320,,0
Albania,2021-06-05,2842320,,0
Albania,2021-06-06,2842320,492522.0,17.328180731360813
Albania,2021-06-07,2842320,493346.0,17.357171153966586
Albania,2021-06-08,2842320,494437.0,17.39555531787787
Albania,2021-06-09,2842320,496024.0,17.451390027435355
Albania,2021-06-10,2842320,498437.0,17.536285524702024
Albania,2021-06-11,2842320,501735.0,17.652317580228534
Albania,2021-06-12,2842320,503721.0,17.722190127916722
Albania,2021-06-13,2842320,504257.0,17.741047975631158
Albania,2021-06-14,2842320,507764.0,17.86443318446423
Albania,2021-06-15,2842320,507854.0,17.867599614117776
Albania,2021-06-16,2842320,509282.0,17.917840297953994
Albania,2021-06-17,2842320,511175.0,17.98444086833352
Albania,2021-06-18,2842320,,0
Albania,2021-06-19,2842320,,0
Albania,2021-06-20,2842320,515884.0,18.150115504317252
Albania,2021-06-21,2842320,519674.0,18.28345737528313
Albania,2021-06-22,2842320,525800.0,18.498985687034313
Albania,2021-06-23,2842320,532225.0,18.725033581745603
Albania,2021-06-24,2842320,537018.0,18.89366355207264
Albania,2021-06-25,2842320,,0
Albania,2021-06-26,2842320,,0
Albania,2021-06-27,2842320,,0
Albania,2021-06-28,2842320,547300.0,19.255410548714114
Albania,2021-06-29,2842320,556252.0,19.57036475158656
Albania,2021-06-30,2842320,564530.0,19.861605914609132
Albania,2021-07-01,2842320,567084.0,19.95146215166635
Albania,2021-07-02,2842320,569352.0,20.031256178935646
Albania,2021-07-03,2842320,,0
Albania,2021-07-04,2842320,571759.0,20.115940580892076
Albania,2021-07-05,2842320,574187.0,20.201363816434334
Albania,2021-07-06,2842320,576905.0,20.296989991971344
Albania,2021-07-07,2842320,579552.0,20.39011820633722
Albania,2021-07-08,2842320,582106.0,20.47997444339444
Albania,2021-07-09,2842320,584832.0,20.5758820793451
Albania,2021-07-10,2842320,587238.0,20.660531298749824
Albania,2021-07-11,2842320,587876.0,20.682977766738276
Albania,2021-07-12,2842320,590476.0,20.77445240117397
Albania,2021-07-13,2842320,592502.0,20.8457322509304
Albania,2021-07-14,2842320,594669.0,20.921972840477384
Albania,2021-07-15,2842320,596977.0,21.00317416981492
Albania,2021-07-16,2842320,599387.0,21.08796411942647
Albania,2021-07-17,2842320,601701.0,21.16937654407424
Albania,2021-07-18,2842320,602460.0,21.19608010081912
Albania,2021-07-19,2842320,,0
Albania,2021-07-20,2842320,609538.0,21.445102201794448
Albania,2021-07-21,2842320,616592.0,21.693279921528838
Albania,2021-07-22,2842320,624490.0,21.97115171490312
Albania,2021-07-23,2842320,,0
Albania,2021-07-24,2842320,,0
Albania,2021-07-25,2842320,640047.0,22.518486671793937
Albania,2021-07-26,2842320,,0
Albania,2021-07-27,2842320,,0
Albania,2021-07-28,2842320,,0
Albania,2021-07-29,2842320,660756.0,23.24708213507426
Albania,2021-07-30,2842320,665632.0,23.418632257192897
Albania,2021-07-31,2842320,670215.0,23.579873891661666
Albania,2021-08-01,2842320,672765.0,23.66958939851206
Albania,2021-08-02,2842320,677938.0,23.85158873848739
Albania,2021-08-03,2842320,683052.0,24.031512307912063
Albania,2021-08-04,2842320,687768.0,24.197433221757734
Albania,2021-08-05,2842320,693000.0,24.381508332283722
Albania,2021-08-06,2842320,,0
Albania,2021-08-07,2842320,,0
Albania,2021-08-08,2842320,706470.0,24.855417303764042
Albania,2021-08-09,2842320,,0
Albania,2021-08-10,2842320,720232.0,25.339599580342526
Albania,2021-08-11,2842320,,0
Albania,2021-08-12,2842320,,0
Albania,2021-08-13,2842320,742540.0,26.124451943800796
Albania,2021-08-14,2842320,,0
Albania,2021-08-15,2842320,750965.0,26.42086494192416
Albania,2021-08-16,2842320,757938.0,26.666192874970356
Albania,2021-08-17,2842320,764997.0,26.914546507463278
Albania,2021-08-18,2842320,,0
Albania,2021-08-19,2842320,776986.0,27.336350119866953
Albania,2021-08-20,2842320,,0
Albania,2021-08-21,2842320,785724.0,27.643775256674306
Albania,2021-08-22,2842320,787510.0,27.70661129402129
Albania,2021-08-23,2842320,792663.0,27.887906982962495
Albania,2021-08-24,2842320,797441.0,28.056009215013944
Albania,2021-08-25,2842320,802394.0,28.230268393613944
Albania,2021-08-26,2842320,807368.0,28.40526640579977
Albania,2021-08-27,2842320,812555.0,28.58775830149899
Albania,2021-08-28,2842320,,0
Albania,2021-08-29,2842320,818955.0,28.812926632417625
Albania,2021-08-30,2842320,824170.0,28.996403639564612
Albania,2021-08-31,2842320,830396.0,29.2154502064864
Albania,2021-09-01,2842320,836613.0,29.434180130442826
Albania,2021-09-02,2842320,844304.0,29.70476913561396
Albania,2021-09-03,2842320,,0
Albania,2021-09-04,2842320,,0
Albania,2021-09-05,2842320,,0
Albania,2021-09-06,2842320,865281.0,30.4427935227515
Albania,2021-09-07,2842320,872116.0,30.68326626366226
Albania,2021-09-08,2842320,879459.0,30.941611740839697
Albania,2021-09-09,2842320,885981.0,31.17107234306647
Albania,2021-09-10,2842320,890978.0,31.346879553941537
Albania,2021-09-11,2842320,895363.0,31.501155043172506
Albania,2021-09-12,2842320,896926.0,31.55614537148905
Albania,2021-09-13,2842320,900814.0,31.692935132522116
Albania,2021-09-14,2842320,904594.0,31.825925177970937
Albania,2021-09-15,2842320,908232.0,31.953919301077498
Albania,2021-09-16,2842320,911372.0,32.064392513434456
Albania,2021-09-17,2842320,914401.0,32.170960462552046
Albania,2021-09-18,2842320,,0
Albania,2021-09-19,2842320,918307.0,32.30838350951583
Albania,2021-09-20,2842320,921001.0,32.40316530381189
Albania,2021-09-21,2842320,923771.0,32.500620972037616
Albania,2021-09-22,2842320,926652.0,32.601981903502704
Albania,2021-09-23,2842320,929624.0,32.706544447173044
Albania,2021-09-24,2842320,932595.0,32.81107180829168
Albania,2021-09-25,2842320,,0
Albania,2021-09-26,2842320,,0
Albania,2021-09-27,2842320,938985.0,33.03588831369326
Albania,2021-09-28,2842320,941418.0,33.12148746199405
Albania,2021-09-29,2842320,944011.0,33.2127158185678
Albania,2021-09-30,2842320,946495.0,33.300109277005596
Albania,2021-10-01,2842320,948553.0,33.372514968416624
Albania,2021-10-02,2842320,950620.0,33.445237302793004
Albania,2021-10-03,2842320,,0
Albania,2021-10-04,2842320,952949.0,33.52717746571636
Albania,2021-10-05,2842320,955083.0,33.60225703105705
Albania,2021-10-06,2842320,957147.0,33.674873817778305
Albania,2021-10-07,2842320,958874.0,33.735634084574635
Albania,2021-10-08,2842320,960652.0,33.798188661507965
Albania,2021-10-09,2842320,962281.0,33.8555010382371
Albania,2021-10-10,2842320,,0
Albania,2021-10-11,2842320,,0
Albania,2021-10-12,2842320,968117.0,34.06082640999353
Albania,2021-10-13,2842320,970703.0,34.15180848870534
Albania,2021-10-14,2842320,,0
Albania,2021-10-15,2842320,,0
Albania,2021-10-16,2842320,,0
Albania,2021-10-17,2842320,979655.0,34.46676269157779
Albania,2021-10-18,2842320,982467.0,34.56569602697517
Albania,2021-10-19,2842320,985320.0,34.666071846992494
Albania,2021-10-20,2842320,988414.0,34.774926661970966
Albania,2021-10-21,2842320,991371.0,34.87896146736572
Albania,2021-10-22,2842320,994446.0,34.98714781386178
Albania,2021-10-23,2842320,,0
Albania,2021-10-24,2842320,998130.0,35.11676033434682
Albania,2021-10-25,2842320,1000993.0,35.21748797988121
Albania,2021-10-26,2842320,,0
Albania,2021-10-27,2842320,1007734.0,35.454653560931604
Albania,2021-10-28,2842320,1011039.0,35.570931894320054
Albania,2021-10-29,2842320,1013959.0,35.67366494530169
Albania,2021-10-30,2842320,,0
Albania,2021-10-31,2842320,,0
Albania,2021-11-01,2842320,1018154.0,35.82125574970851
Albania,2021-11-02,2842320,,0
Albania,2021-11-03,2842320,1025180.0,36.06844835799513
Albania,2021-11-04,2842320,,0
Albania,2021-11-05,2842320,,0
Albania,2021-11-06,2842320,1031588.0,36.29389814932741
Albania,2021-11-07,2842320,1032457.0,36.32447178675996
Albania,2021-11-08,2842320,,0
Albania,2021-11-09,2842320,1037546.0,36.50351579239198
Albania,2021-11-10,2842320,1040015.0,36.59038151255419
Albania,2021-11-11,2842320,1042227.0,36.668205316927946
Albania,2021-11-12,2842320,,0
Albania,2021-11-13,2842320,,0
Albania,2021-11-14,2842320,1047822.0,36.865051693723224
Albania,2021-11-15,2842320,,0
Albania,2021-11-16,2842320,1051540.0,36.99586042096627
Albania,2021-11-17,2842320,1053553.0,37.06668289755052
Albania,2021-11-18,2842320,1055690.0,37.14186801054632
Albania,2021-11-19,2842320,,0
Albania,2021-11-20,2842320,,0
Albania,2021-11-21,2842320,1059927.0,37.290936482124806
Albania,2021-11-22,2842320,,0
Albania,2021-11-23,2842320,,0
Albania,2021-11-24,2842320,1065961.0,37.50322799911903
Albania,2021-11-25,2842320,1067769.0,37.56683805260354
Albania,2021-11-26,2842320,,0
Albania,2021-11-27,2842320,,0
Albania,2021-11-28,2842320,1071871.0,37.711156879701704
Albania,2021-11-29,2842320,,0
Albania,2021-11-30,2842320,1072645.0,37.73838817472218
Albania,2021-12-01,2842320,1075332.0,37.8329236911563
Albania,2021-12-02,2842320,,0
Albania,2021-12-03,2842320,1080490.0,38.01439529285604
Albania,2021-12-04,2842320,,0
Albania,2021-12-05,2842320,1084071.0,38.14038401051536
Albania,2021-12-06,2842320,1087187.0,38.25001284163137
Albania,2021-12-07,2842320,1090591.0,38.36977424763872
Albania,2021-12-08,2842320,1092316.0,38.43046414933164
Albania,2021-12-09,2842320,,0
Albania,2021-12-10,2842320,,0
Albania,2021-12-11,2842320,,0
Albania,2021-12-12,2842320,1102621.0,38.79302034466235
Albania,2021-12-13,2842320,1105501.0,38.894346093575734
Albania,2021-12-14,2842320,1108572.0,39.00239170986497
Albania,2021-12-15,2842320,1111494.0,39.10519512595002
Albania,2021-12-16,2842320,,0
Albania,2021-12-17,2842320,,0
Albania,2021-12-18,2842320,1119430.0,39.38440385628913
Albania,2021-12-19,2842320,,0
Albania,2021-12-20,2842320,,0
Albania,2021-12-21,2842320,1126181.0,39.62192126285659
Albania,2021-12-22,2842320,,0
Albania,2021-12-23,2842320,1131547.0,39.810710835311184
Albania,2021-12-24,2842320,,0
Albania,2021-12-25,2842320,,0
Albania,2021-12-26,2842320,,0
Albania,2021-12-27,2842320,,0
Albania,2021-12-28,2842320,1141486.0,40.16039021671748
Albania,2021-12-29,2842320,,0
Albania,2021-12-30,2842320,,0
Albania,2021-12-31,2842320,,0
Albania,2022-01-01,2842320,,0
