location,date,population,people_vaccinated,PercentageOfPeopleVaccinated
Ukraine,2020-05-06,39701700,,0
Ukraine,2020-05-17,39701700,,0
Ukraine,2020-05-29,39701700,,0
Ukraine,2020-06-05,39701700,,0
Ukraine,2020-06-07,39701700,,0
Ukraine,2020-06-18,39701700,,0
Ukraine,2020-06-21,39701700,,0
Ukraine,2020-07-17,39701700,,0
Ukraine,2020-08-01,39701700,,0
Ukraine,2020-08-19,39701700,,0
Ukraine,2020-09-02,39701700,,0
Ukraine,2020-09-04,39701700,,0
Ukraine,2020-09-24,39701700,,0
Ukraine,2020-10-13,39701700,,0
Ukraine,2020-10-27,39701700,,0
Ukraine,2020-11-27,39701700,,0
Ukraine,2020-12-02,39701700,,0
Ukraine,2020-12-03,39701700,,0
Ukraine,2021-01-08,39701700,,0
Ukraine,2021-01-15,39701700,,0
Ukraine,2021-01-17,39701700,,0
Ukraine,2021-01-18,39701700,,0
Ukraine,2021-02-18,39701700,,0
Ukraine,2021-04-01,39701700,267831.0,0.6746076444400024
Ukraine,2021-04-19,39701700,462789.0,1.1656641582294218
Ukraine,2021-04-25,39701700,528028.0,1.3299869144287464
Ukraine,2021-04-30,39701700,752293.0,1.8948613441263435
Ukraine,2021-05-05,39701700,783810.0,1.9742457661305761
Ukraine,2021-05-28,39701700,1008857.0,2.541089882600623
Ukraine,2021-07-08,39701700,2223406.0,5.600272874662634
Ukraine,2021-07-14,39701700,2476632.0,6.238093722028937
Ukraine,2021-08-10,39701700,4324551.0,10.89259706072358
Ukraine,2021-08-11,39701700,4427896.0,11.152900487192703
Ukraine,2021-08-25,39701700,5152290.0,12.977490359113695
Ukraine,2021-08-27,39701700,5265633.0,13.26297655841013
Ukraine,2021-09-23,39701700,6624026.0,16.684471090237246
Ukraine,2021-10-23,39701700,8890452.0,22.393101925195026
Ukraine,2021-11-17,39701700,12554333.0,31.621615916922945
Ukraine,2021-12-05,39701700,13753064.0,34.64095683051102
Ukraine,2021-12-10,39701700,14087749.0,35.48395506252823
Ukraine,2021-12-25,39701700,14583759.0,36.73329564565224
Ukraine,2021-12-27,39701700,14605033.0,36.78688019347462
Ukraine,2021-12-31,39701700,14713309.0,37.05960372924675
Ukraine,2022-01-07,39701700,,0
Ukraine,2022-01-26,39701700,15250200.0,38.411914600023614
Ukraine,2022-01-27,39701700,15278385.0,38.482906443606105
Ukraine,2022-02-04,39701700,15442557.0,38.89641976433076
Ukraine,2022-02-15,39701700,15613183.0,39.32618929788072
Ukraine,2022-03-20,39701700,,0
Ukraine,2022-05-21,39701700,,0
Ukraine,2022-06-16,39701700,,0
Ukraine,2022-07-05,39701700,,0
Ukraine,2022-07-28,39701700,,0
Ukraine,2022-08-02,39701700,,0
Ukraine,2022-08-06,39701700,,0
Ukraine,2022-08-28,39701700,,0
Ukraine,2022-12-08,39701700,,0
Ukraine,2022-12-11,39701700,,0
Ukraine,2022-12-26,39701700,,0
Ukraine,2023-02-02,39701700,,0
United Kingdom,2020-02-22,67508900,,0
United Kingdom,2020-03-03,67508900,,0
United Kingdom,2020-03-08,67508900,,0
United Kingdom,2020-04-27,67508900,,0
United Kingdom,2020-05-21,67508900,,0
United Kingdom,2020-06-08,67508900,,0
United Kingdom,2020-06-20,67508900,,0
United Kingdom,2020-08-04,67508900,,0
United Kingdom,2020-08-15,67508900,,0
United Kingdom,2020-08-30,67508900,,0
United Kingdom,2020-09-04,67508900,,0
United Kingdom,2020-09-16,67508900,,0
United Kingdom,2020-10-09,67508900,,0
United Kingdom,2020-10-13,67508900,,0
United Kingdom,2020-10-17,67508900,,0
United Kingdom,2020-10-20,67508900,,0
United Kingdom,2020-10-23,67508900,,0
United Kingdom,2020-11-02,67508900,,0
United Kingdom,2020-11-06,67508900,,0
United Kingdom,2020-11-22,67508900,,0
United Kingdom,2020-11-23,67508900,,0
United Kingdom,2020-11-25,67508900,,0
United Kingdom,2020-12-15,67508900,,0
United Kingdom,2021-01-08,67508900,,0
United Kingdom,2021-01-10,67508900,2286572.0,3.387065676757222
United Kingdom,2021-02-12,67508900,14556827.0,21.56281503236846
United Kingdom,2021-02-14,67508900,15300151.0,22.663890007094764
United Kingdom,2021-02-21,67508900,17723840.0,26.25406509147174
United Kingdom,2021-03-24,67508900,28991188.0,42.944222969237735
United Kingdom,2021-03-28,67508900,30445284.0,45.09815411696016
United Kingdom,2021-04-09,67508900,32010244.0,47.4163064871886
United Kingdom,2021-04-10,67508900,32121353.0,47.58089062461301
United Kingdom,2021-04-20,67508900,33139742.0,49.08941536273065
United Kingdom,2021-04-23,67508900,33524423.0,49.65923770447219
United Kingdom,2021-04-26,67508900,33843580.0,50.13200030289323
United Kingdom,2021-05-08,67508900,35371669.0,52.395536199829905
United Kingdom,2021-05-13,67508900,36115955.0,53.49803617109296
United Kingdom,2021-05-26,67508900,38614683.0,57.19936542919296
United Kingdom,2021-07-28,67508900,46698479.0,69.17377426893529
United Kingdom,2021-07-30,67508900,46777556.0,69.29090987302777
United Kingdom,2021-09-06,67508900,48292811.0,71.53543495338158
United Kingdom,2021-09-22,67508900,48647827.0,72.06131496428858
United Kingdom,2021-09-28,67508900,48797579.0,72.28314041270033
United Kingdom,2021-10-02,67508900,48932736.0,72.48334650097284
United Kingdom,2021-10-11,67508900,49216092.0,72.90307760146005
United Kingdom,2021-11-03,67508900,50112925.0,74.23154321377542
United Kingdom,2021-11-06,67508900,50236895.0,74.415178162488
United Kingdom,2021-11-10,67508900,50455318.0,74.73872495931502
United Kingdom,2021-11-30,67508900,50994257.0,75.53704742139618
United Kingdom,2022-01-27,67508900,52297579.0,77.46763924704723
United Kingdom,2022-03-04,67508900,52660741.0,78.00558580866984
United Kingdom,2022-04-02,67508900,52819360.0,78.24054581455705
United Kingdom,2022-04-03,67508900,52826860.0,78.25165545491637
United Kingdom,2022-04-04,67508900,52837997.0,78.26815253020726
United Kingdom,2022-04-05,67508900,52849370.0,78.28499918884813
United Kingdom,2022-04-06,67508900,52861739.0,78.3033212077287
United Kingdom,2022-04-30,67508900,53230188.0,78.84909932516193
United Kingdom,2022-05-17,67508900,53393153.0,79.09049699731602
United Kingdom,2022-05-26,67508900,53448710.0,79.17279276924168
United Kingdom,2022-06-18,67508900,53563682.0,79.34309911209384
United Kingdom,2022-06-19,67508900,53568338.0,79.34999597682891
United Kingdom,2022-06-26,67508900,53601172.0,79.3986325010366
United Kingdom,2022-07-04,67508900,53633264.0,79.44616991149141
United Kingdom,2022-08-09,67508900,53746565.0,79.61400102647151
United Kingdom,2022-08-25,67508900,53787749.0,79.67500628361259
United Kingdom,2022-09-24,67508900,,0
United Kingdom,2022-09-29,67508900,,0
United Kingdom,2022-11-01,67508900,,0
United Kingdom,2022-11-02,67508900,,0
United Kingdom,2022-12-06,67508900,,0
United Kingdom,2023-01-06,67508900,,0
Vatican,2020-03-07,808,,0
Vatican,2020-03-14,808,,0
Vatican,2020-03-21,808,,0
Vatican,2020-03-29,808,,0
Vatican,2020-04-06,808,,0
Vatican,2020-04-09,808,,0
Vatican,2020-04-25,808,,0
Vatican,2020-05-29,808,,0
Vatican,2020-06-09,808,,0
Vatican,2020-06-20,808,,0
Vatican,2020-06-29,808,,0
Vatican,2020-07-06,808,,0
Vatican,2020-08-01,808,,0
Vatican,2020-09-26,808,,0
Vatican,2020-09-28,808,,0
Vatican,2020-10-14,808,,0
Vatican,2020-10-23,808,,0
Vatican,2020-11-04,808,,0
Vatican,2020-11-12,808,,0
Vatican,2020-11-19,808,,0
Vatican,2020-12-14,808,,0
Vatican,2020-12-18,808,,0
Vatican,2021-01-14,808,,0
Vatican,2021-02-16,808,,0
Vatican,2021-04-03,808,,0
Vatican,2021-04-22,808,,0
Vatican,2021-04-28,808,,0
Vatican,2021-05-20,808,,0
Vatican,2021-05-25,808,,0
Vatican,2021-06-07,808,,0
Vatican,2021-07-17,808,,0
Vatican,2021-07-29,808,,0
Vatican,2021-08-04,808,,0
Vatican,2021-08-12,808,,0
Vatican,2021-08-22,808,,0
Vatican,2021-08-26,808,,0
Vatican,2021-09-16,808,,0
Vatican,2021-09-24,808,,0
Vatican,2021-09-26,808,,0
Vatican,2021-10-01,808,,0
Vatican,2021-10-16,808,,0
Vatican,2021-10-18,808,,0
Vatican,2021-10-21,808,,0
Vatican,2021-10-28,808,,0
Vatican,2021-11-12,808,,0
Vatican,2021-12-05,808,,0
Vatican,2021-12-13,808,,0
Vatican,2021-12-14,808,,0
Vatican,2022-02-03,808,,0
Vatican,2022-02-16,808,,0
Vatican,2022-02-26,808,,0
Vatican,2022-05-12,808,,0
Vatican,2022-05-16,808,,0
Vatican,2022-05-21,808,,0
Vatican,2022-05-24,808,,0
Vatican,2022-05-27,808,,0
Vatican,2022-06-07,808,,0
Vatican,2022-06-12,808,,0
Vatican,2022-06-30,808,,0
Vatican,2022-07-18,808,,0
Vatican,2022-07-28,808,,0
Vatican,2022-08-17,808,,0
Vatican,2022-08-20,808,,0
Vatican,2022-08-25,808,,0
Vatican,2022-08-30,808,,0
Vatican,2022-09-16,808,,0
Vatican,2022-10-01,808,,0
Vatican,2022-10-19,808,,0
Vatican,2022-11-06,808,,0
Vatican,2022-11-08,808,,0
Vatican,2022-11-20,808,,0
Vatican,2022-12-02,808,,0
Vatican,2023-02-03,808,,0
Vatican,2023-02-20,808,,0
Wales,2020-04-02,3170000,,0
Wales,2020-04-03,3170000,,0
Wales,2020-05-13,3170000,,0
Wales,2020-05-25,3170000,,0
Wales,2020-05-27,3170000,,0
Wales,2020-07-19,3170000,,0
Wales,2020-08-11,3170000,,0
Wales,2020-08-19,3170000,,0
Wales,2020-08-27,3170000,,0
Wales,2020-09-03,3170000,,0
Wales,2020-10-12,3170000,,0
Wales,2020-11-05,3170000,,0
Wales,2020-11-16,3170000,,0
Wales,2020-12-10,3170000,,0
Wales,2020-12-23,3170000,,0
Wales,2021-03-09,3170000,1019210.0,32.15173501577287
Wales,2021-04-14,3170000,1640045.0,51.73643533123028
Wales,2021-04-16,3170000,1673279.0,52.78482649842271
Wales,2021-06-25,3170000,2250126.0,70.9818927444795
Wales,2021-06-29,3170000,2257737.0,71.22198738170347
Wales,2021-07-06,3170000,2267640.0,71.53438485804416
Wales,2021-08-15,3170000,2314713.0,73.01933753943217
Wales,2021-09-10,3170000,,0
Wales,2021-10-02,3170000,2380492.0,75.09438485804417
Wales,2021-10-27,3170000,2437095.0,76.87996845425867
Wales,2021-12-03,3170000,2470669.0,77.93908517350158
Wales,2021-12-17,3170000,2480580.0,78.25173501577287
Wales,2022-01-03,3170000,2491285.0,78.58943217665615
Wales,2022-01-16,3170000,2501748.0,78.9194952681388
Wales,2022-02-09,3170000,2515083.0,79.34015772870663
Wales,2022-02-14,3170000,2516883.0,79.39694006309148
Wales,2022-03-09,3170000,2522561.0,79.57605678233438
Wales,2022-03-18,3170000,2524747.0,79.64501577287066
Wales,2022-03-24,3170000,2526832.0,79.71078864353312
Wales,2022-03-26,3170000,2527184.0,79.72189274447949
Wales,2022-05-06,3170000,2552206.0,80.51123028391167
Wales,2022-05-15,3170000,2558319.0,80.70406940063091
Wales,2022-06-09,3170000,2564740.0,80.90662460567823
Wales,2022-07-08,3170000,2576757.0,81.28570977917981
Wales,2022-07-12,3170000,2578197.0,81.3311356466877
Wales,2022-07-24,3170000,2580692.0,81.40984227129337
Wales,2022-08-03,3170000,,0
Wales,2022-09-16,3170000,2588115.0,81.64400630914827
Wales,2022-09-28,3170000,2588542.0,81.657476340694
Wales,2022-11-15,3170000,2590045.0,81.70488958990536
Wales,2022-11-22,3170000,,0
Wales,2022-11-29,3170000,,0
Wales,2022-12-11,3170000,,0
Wales,2022-12-12,3170000,,0
Wales,2023-02-20,3170000,,0
Belarus,2022-05-15,9534960,6322897.0,66.31280731657283
Belarus,2022-05-17,9534960,,0
Belarus,2022-06-17,9534960,,0
Belarus,2022-06-18,9534960,,0
Belarus,2022-07-04,9534960,,0
Belarus,2022-07-09,9534960,,0
Belarus,2022-07-13,9534960,,0
Belarus,2022-08-02,9534960,,0
Belarus,2022-08-04,9534960,,0
Belarus,2022-08-18,9534960,,0
Belarus,2022-09-03,9534960,,0
Belarus,2022-10-22,9534960,,0
Belarus,2022-10-29,9534960,,0
Belarus,2022-11-01,9534960,,0
Belarus,2022-11-07,9534960,,0
Belarus,2022-11-27,9534960,,0
Belarus,2022-11-30,9534960,,0
Belarus,2022-12-22,9534960,,0
Belarus,2023-01-18,9534960,,0
Belarus,2023-02-15,9534960,,0
Belgium,2020-02-04,11655900,,0
Belgium,2020-02-06,11655900,,0
Belgium,2020-03-03,11655900,,0
Belgium,2020-03-06,11655900,,0
Belgium,2020-03-21,11655900,,0
Belgium,2020-04-15,11655900,,0
Belgium,2020-04-18,11655900,,0
Belgium,2020-05-03,11655900,,0
Belgium,2020-05-21,11655900,,0
Belgium,2020-06-14,11655900,,0
Belgium,2020-08-01,11655900,,0
Belgium,2020-08-08,11655900,,0
Belgium,2020-09-02,11655900,,0
Belgium,2020-09-10,11655900,,0
Belgium,2020-11-05,11655900,,0
Belgium,2020-11-06,11655900,,0
Belgium,2020-11-07,11655900,,0
Belgium,2020-12-26,11655900,,0
Belgium,2021-01-03,11655900,1039.0,0.00891392299005407
Belgium,2021-02-27,11655900,534951.0,4.589520709771333
Belgium,2021-02-28,11655900,535591.0,4.5950114804293065
Belgium,2021-03-08,11655900,693026.0,5.945698165645054
Belgium,2021-03-11,11655900,786606.0,6.748551787790637
Belgium,2021-03-19,11655900,1043002.0,8.94825746532471
Belgium,2021-04-03,11655900,1598638.0,13.715241598627582
Belgium,2021-05-23,11655900,4439904.0,38.091397824093384
Belgium,2021-06-02,11655900,4905058.0,42.08210709696692
Belgium,2021-06-05,11655900,5170523.0,44.35961871059032
Belgium,2021-06-16,11655900,6036342.0,51.78776489858418
Belgium,2021-07-20,11655900,7890658.0,67.69655221641392
Belgium,2021-07-30,11655900,8100357.0,69.49562896048644
Belgium,2021-08-02,11655900,8139028.0,69.82740019816535
Belgium,2021-08-23,11655900,8428286.0,72.30903979032806
Belgium,2021-09-21,11655900,8603398.0,73.81138327698287
Belgium,2021-10-06,11655900,8676788.0,74.44102024352769
Belgium,2021-10-21,11655900,8732079.0,74.91537993173084
Belgium,2021-11-08,11655900,8798914.0,75.4887793956772
Belgium,2021-11-16,11655900,8828655.0,75.74393722401906
Belgium,2021-11-30,11655900,8881479.0,76.19713170720158
Belgium,2021-12-11,11655900,8908340.0,76.42758106758255
Belgium,2022-01-03,11655900,8944102.0,76.73439503675513
Belgium,2022-01-05,11655900,8950097.0,76.78582811502787
Belgium,2022-02-10,11655900,9202654.0,78.95259774794326
Belgium,2022-06-14,11655900,9253185.0,79.38611982937773
Belgium,2022-06-18,11655900,9253665.0,79.39023790737122
Belgium,2022-07-11,11655900,9255592.0,79.4067702746492
Belgium,2022-07-20,11655900,9256388.0,79.41359942065506
Belgium,2022-07-21,11655900,9256390.0,79.41361657931336
Belgium,2022-08-03,11655900,9257318.0,79.42157819676743
Belgium,2022-09-15,11655900,9259629.0,79.44140502644021
Belgium,2022-09-22,11655900,9260177.0,79.44610649881609
Belgium,2022-09-30,11655900,9260599.0,79.44972697571869
Belgium,2022-10-16,11655900,9261643.0,79.45868379535452
Belgium,2022-10-29,11655900,9262755.0,79.46822400937275
Belgium,2022-12-13,11655900,9264113.0,79.47987473836264
Belgium,2023-01-07,11655900,9264753.0,79.48536550902061
Bosnia and Herzegovina,2020-03-31,3233530,,0
Bosnia and Herzegovina,2020-04-12,3233530,,0
Bosnia and Herzegovina,2020-05-09,3233530,,0
Bosnia and Herzegovina,2020-05-20,3233530,,0
Bosnia and Herzegovina,2020-06-08,3233530,,0
Bosnia and Herzegovina,2020-06-18,3233530,,0
Bosnia and Herzegovina,2020-07-04,3233530,,0
Bosnia and Herzegovina,2020-07-08,3233530,,0
Bosnia and Herzegovina,2020-07-15,3233530,,0
Bosnia and Herzegovina,2020-08-18,3233530,,0
Bosnia and Herzegovina,2020-08-24,3233530,,0
Bosnia and Herzegovina,2020-08-30,3233530,,0
Bosnia and Herzegovina,2020-09-17,3233530,,0
Bosnia and Herzegovina,2020-10-11,3233530,,0
Bosnia and Herzegovina,2020-10-30,3233530,,0
Bosnia and Herzegovina,2020-11-01,3233530,,0
Bosnia and Herzegovina,2020-11-07,3233530,,0
Bosnia and Herzegovina,2020-11-19,3233530,,0
Bosnia and Herzegovina,2021-03-02,3233530,,0
Bosnia and Herzegovina,2021-03-07,3233530,,0
Bosnia and Herzegovina,2021-03-16,3233530,,0
Bosnia and Herzegovina,2021-04-04,3233530,,0
Bosnia and Herzegovina,2021-04-23,3233530,,0
Bosnia and Herzegovina,2021-04-24,3233530,68988.0,2.1335197137493696
Bosnia and Herzegovina,2021-05-10,3233530,,0
Bosnia and Herzegovina,2021-05-30,3233530,,0
Bosnia and Herzegovina,2021-06-11,3233530,,0
Bosnia and Herzegovina,2021-06-27,3233530,,0
Bosnia and Herzegovina,2021-07-01,3233530,,0
Bosnia and Herzegovina,2021-09-09,3233530,,0
Bosnia and Herzegovina,2021-09-15,3233530,,0
Bosnia and Herzegovina,2021-10-19,3233530,,0
Bosnia and Herzegovina,2021-10-24,3233530,,0
Bosnia and Herzegovina,2021-11-02,3233530,,0
Bosnia and Herzegovina,2021-11-14,3233530,,0
Bosnia and Herzegovina,2021-11-15,3233530,,0
Bosnia and Herzegovina,2021-11-22,3233530,,0
Bosnia and Herzegovina,2021-12-06,3233530,,0
Bosnia and Herzegovina,2021-12-11,3233530,,0
Bosnia and Herzegovina,2021-12-21,3233530,,0
Bosnia and Herzegovina,2021-12-23,3233530,,0
Bosnia and Herzegovina,2022-01-02,3233530,,0
Bosnia and Herzegovina,2022-01-13,3233530,,0
Bosnia and Herzegovina,2022-02-01,3233530,,0
Bosnia and Herzegovina,2022-02-16,3233530,,0
Bosnia and Herzegovina,2022-02-19,3233530,,0
Bosnia and Herzegovina,2022-02-25,3233530,,0
Bosnia and Herzegovina,2022-03-05,3233530,,0
Bosnia and Herzegovina,2022-04-06,3233530,,0
Bosnia and Herzegovina,2022-04-24,3233530,,0
Bosnia and Herzegovina,2022-07-25,3233530,,0
Bosnia and Herzegovina,2022-08-11,3233530,,0
Bosnia and Herzegovina,2022-10-04,3233530,,0
Bosnia and Herzegovina,2022-11-06,3233530,,0
Bosnia and Herzegovina,2022-12-02,3233530,,0
Bosnia and Herzegovina,2022-12-16,3233530,,0
Bosnia and Herzegovina,2022-12-23,3233530,,0
Bosnia and Herzegovina,2023-02-01,3233530,,0
Bosnia and Herzegovina,2023-02-08,3233530,,0
Bulgaria,2020-04-15,6781960,,0
Bulgaria,2020-04-19,6781960,,0
Bulgaria,2020-04-25,6781960,,0
Bulgaria,2020-04-28,6781960,,0
Bulgaria,2020-06-19,6781960,,0
Bulgaria,2020-06-21,6781960,,0
Bulgaria,2020-09-14,6781960,,0
Bulgaria,2020-09-17,6781960,,0
Bulgaria,2020-10-27,6781960,,0
Bulgaria,2020-10-28,6781960,,0
Bulgaria,2020-11-06,6781960,,0
Bulgaria,2020-11-25,6781960,,0
Bulgaria,2020-12-03,6781960,,0
Bulgaria,2020-12-11,6781960,,0
Bulgaria,2020-12-17,6781960,,0
Bulgaria,2020-12-31,6781960,,0
Bulgaria,2021-01-28,6781960,26753.0,0.3944732750364755
Bulgaria,2021-01-31,6781960,28041.0,0.4134648490000302
Bulgaria,2021-03-17,6781960,286950.0,4.231080860902203
Bulgaria,2021-04-06,6781960,414790.0,6.1160830468500595
Bulgaria,2021-04-16,6781960,507245.0,7.479333024179606
Bulgaria,2021-05-24,6781960,760923.0,11.2198178843711
Bulgaria,2021-05-28,6781960,796827.0,11.74922275361603
Bulgaria,2021-06-04,6781960,834815.0,12.309356225454165
Bulgaria,2021-06-06,6781960,840111.0,12.387445802869527
Bulgaria,2021-06-08,6781960,851993.0,12.562646021685486
Bulgaria,2021-06-30,6781960,955804.0,14.093340342128485
Bulgaria,2021-07-06,6781960,980315.0,14.454755302858837
Bulgaria,2021-07-22,6781960,,0
Bulgaria,2021-07-29,6781960,1022453.0,15.076080569688239
Bulgaria,2021-08-07,6781960,1055433.0,15.562371027233299
Bulgaria,2021-08-11,6781960,1070631.0,15.786465701998909
Bulgaria,2021-08-19,6781960,,0
Bulgaria,2021-09-03,6781960,,0
Bulgaria,2021-09-23,6781960,,0
Bulgaria,2021-10-23,6781960,,0
Bulgaria,2021-11-14,6781960,1786530.0,26.342404218252703
Bulgaria,2021-12-14,6781960,,0
Bulgaria,2021-12-23,6781960,,0
Bulgaria,2022-01-08,6781960,,0
Bulgaria,2022-01-24,6781960,,0
Bulgaria,2022-02-08,6781960,,0
Bulgaria,2022-02-26,6781960,,0
Bulgaria,2022-04-20,6781960,,0
Bulgaria,2022-04-27,6781960,,0
Bulgaria,2022-04-29,6781960,,0
Bulgaria,2022-05-08,6781960,,0
Bulgaria,2022-06-01,6781960,,0
Bulgaria,2022-06-03,6781960,,0
Bulgaria,2022-07-03,6781960,,0
Bulgaria,2022-08-05,6781960,,0
Bulgaria,2022-08-12,6781960,,0
Bulgaria,2022-10-13,6781960,,0
Bulgaria,2022-11-28,6781960,,0
Bulgaria,2022-12-05,6781960,,0
Bulgaria,2022-12-10,6781960,,0
Bulgaria,2023-01-02,6781960,,0
Bulgaria,2023-01-12,6781960,,0
Bulgaria,2023-01-14,6781960,,0
Bulgaria,2023-01-26,6781960,,0
Bulgaria,2023-01-27,6781960,,0
Bulgaria,2023-02-07,6781960,,0
Bulgaria,2023-02-15,6781960,,0
Bulgaria,2023-02-22,6781960,,0
Croatia,2020-03-04,4030360,,0
Croatia,2020-03-27,4030360,,0
Croatia,2020-04-09,4030360,,0
Croatia,2020-05-24,4030360,,0
Croatia,2020-07-04,4030360,,0
Croatia,2020-07-19,4030360,,0
Croatia,2020-07-27,4030360,,0
Croatia,2020-08-06,4030360,,0
Croatia,2020-09-14,4030360,,0
Croatia,2020-09-20,4030360,,0
Croatia,2020-09-30,4030360,,0
Croatia,2020-10-31,4030360,,0
Croatia,2020-11-22,4030360,,0
Croatia,2020-12-07,4030360,,0
Croatia,2020-12-08,4030360,,0
Croatia,2020-12-27,4030360,,0
Croatia,2020-12-28,4030360,,0
Croatia,2021-01-26,4030360,,0
Croatia,2021-02-24,4030360,125771.0,3.1205889497243544
Croatia,2021-03-07,4030360,,0
Croatia,2021-04-09,4030360,458762.0,11.382652819437267
Croatia,2021-04-11,4030360,477617.0,11.850476917576366
Croatia,2021-05-04,4030360,734556.0,18.22556341727205
Croatia,2021-05-05,4030360,760805.0,18.87684502703356
Croatia,2021-05-06,4030360,796909.0,19.772645676156554
Croatia,2021-05-07,4030360,835320.0,20.725686855346208
Croatia,2021-05-20,4030360,,0
Croatia,2021-05-31,4030360,1280300.0,31.766385194775353
Croatia,2021-06-01,4030360,1293847.0,32.10250893158206
Croatia,2021-06-04,4030360,1329754.0,32.993421681085145
Croatia,2021-06-27,4030360,1478516.0,36.68445580929351
Croatia,2021-07-08,4030360,,0
Croatia,2021-07-14,4030360,1569371.0,38.93872037765351
Croatia,2021-09-02,4030360,1734997.0,43.04817856266474
Croatia,2021-11-15,4030360,,0
Croatia,2021-11-23,4030360,2141962.0,53.14566114549044
Croatia,2021-12-31,4030360,2259393.0,56.059320740747545
Croatia,2022-01-02,4030360,2259559.0,56.063439478498324
Croatia,2022-01-13,4030360,2277097.0,56.4985866030363
Croatia,2022-01-15,4030360,2280399.0,56.58051474793449
Croatia,2022-01-16,4030360,2280700.0,56.58798306156694
Croatia,2022-01-18,4030360,2283377.0,56.65440391071668
Croatia,2022-02-03,4030360,2297062.0,56.99395165842465
Croatia,2022-02-12,4030360,2301794.0,57.111360495995264
Croatia,2022-02-28,4030360,2306861.0,57.23708124408707
Croatia,2022-03-27,4030360,2310591.0,57.3296287851138
Croatia,2022-04-05,4030360,2311402.0,57.34975105207697
Croatia,2022-04-18,4030360,2312309.0,57.37225523966711
Croatia,2022-05-24,4030360,2314367.0,57.423317663107596
Croatia,2022-06-06,4030360,2314815.0,57.434433292700085
Croatia,2022-07-11,4030360,2315825.0,57.45949308262958
Croatia,2022-08-30,4030360,2317376.0,57.497975987758906
Croatia,2022-09-16,4030360,2317911.0,57.511250232919586
Croatia,2022-10-01,4030360,2318468.0,57.52507033489059
Croatia,2022-10-17,4030360,,0
Croatia,2023-01-30,4030360,2320999.0,57.5878686797535
Croatia,2023-02-01,4030360,2321026.0,57.58853859492984
Croatia,2023-02-12,4030360,2321116.0,57.59077164551761
Cyprus,2020-03-12,896007,,0
Cyprus,2020-03-17,896007,,0
Cyprus,2020-04-26,896007,,0
Cyprus,2020-05-07,896007,,0
Cyprus,2020-05-14,896007,,0
Cyprus,2020-06-03,896007,,0
Cyprus,2020-06-21,896007,,0
Cyprus,2020-06-28,896007,,0
Cyprus,2020-07-03,896007,,0
Cyprus,2020-07-15,896007,,0
Cyprus,2020-07-28,896007,,0
Cyprus,2020-08-01,896007,,0
Cyprus,2020-09-17,896007,,0
Cyprus,2020-09-21,896007,,0
Cyprus,2020-10-01,896007,,0
Cyprus,2020-10-09,896007,,0
Cyprus,2020-10-29,896007,,0
Cyprus,2020-11-08,896007,,0
Cyprus,2020-11-10,896007,,0
Cyprus,2020-11-27,896007,,0
Cyprus,2020-12-20,896007,,0
Cyprus,2020-12-25,896007,,0
Cyprus,2021-01-21,896007,,0
Cyprus,2021-01-23,896007,15322.0,1.7100312832377427
Cyprus,2021-03-08,896007,,0
Cyprus,2021-03-29,896007,,0
Cyprus,2021-03-31,896007,,0
Cyprus,2021-04-06,896007,,0
Cyprus,2021-04-24,896007,,0
Cyprus,2021-04-29,896007,,0
Cyprus,2021-05-08,896007,,0
Cyprus,2021-05-13,896007,,0
Cyprus,2021-05-17,896007,334258.0,37.30528890957325
Cyprus,2021-06-13,896007,,0
Cyprus,2021-06-14,896007,,0
Cyprus,2021-06-23,896007,452062.0,50.4529540505822
Cyprus,2021-06-27,896007,,0
Cyprus,2021-07-08,896007,474819.0,52.99277795820792
Cyprus,2021-07-10,896007,479265.0,53.48897943877671
Cyprus,2021-08-07,896007,547497.0,61.10409851708748
Cyprus,2021-08-26,896007,570003.0,63.61590925070898
Cyprus,2021-09-08,896007,583768.0,65.15216957010381
Cyprus,2021-09-14,896007,588112.0,65.63698721103741
Cyprus,2021-09-23,896007,592694.0,66.14836714445312
Cyprus,2021-10-10,896007,598723.0,66.82124135190908
Cyprus,2021-10-16,896007,,0
Cyprus,2021-10-20,896007,601675.0,67.15070306370374
Cyprus,2021-10-21,896007,,0
Cyprus,2021-11-21,896007,615392.0,68.68160628209378
Cyprus,2021-12-25,896007,,0
Cyprus,2022-01-07,896007,,0
Cyprus,2022-01-24,896007,657878.0,73.42331030895964
Cyprus,2022-02-01,896007,,0
Cyprus,2022-02-12,896007,,0
Cyprus,2022-03-11,896007,,0
Cyprus,2022-03-16,896007,,0
Cyprus,2022-03-20,896007,,0
Cyprus,2022-03-26,896007,,0
Cyprus,2022-04-09,896007,,0
Cyprus,2022-04-12,896007,,0
Cyprus,2022-04-26,896007,,0
Cyprus,2022-05-02,896007,,0
Cyprus,2022-05-25,896007,,0
Cyprus,2022-06-20,896007,,0
Cyprus,2022-06-28,896007,668493.0,74.60801087491504
Cyprus,2022-07-10,896007,,0
Cyprus,2022-07-13,896007,,0
Cyprus,2022-07-22,896007,,0
Cyprus,2022-07-24,896007,,0
Cyprus,2022-08-16,896007,,0
Cyprus,2022-08-27,896007,,0
Cyprus,2022-10-24,896007,,0
Cyprus,2022-11-04,896007,,0
Cyprus,2022-11-06,896007,,0
Cyprus,2023-01-20,896007,,0
Cyprus,2023-02-02,896007,,0
Cyprus,2023-02-22,896007,,0
Czechia,2020-03-06,10494000,,0
